,date,time,aqsid,site,gmtoffset,parameter,units,value,source
251639,10/31/19,00:00,360810124,Queens,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
251640,10/31/19,00:00,360810124,Queens,-5.0,PM2.5,UG/M3,-0.7,New York Dept. of Environmental Conservation
251641,10/31/19,00:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,2.4,New York Dept. of Environmental Conservation
251642,10/31/19,00:00,360850111,Fresh Kills,-5.0,OZONE,PPB,7.0,New York Dept. of Environmental Conservation
251643,10/31/19,00:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.9,New York Dept. of Environmental Conservation
266894,10/17/19,17:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
266895,10/17/19,17:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,14.0,New York Dept. of Environmental Conservation
266896,10/17/19,17:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.0,New York Dept. of Environmental Conservation
266897,10/17/19,17:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
266919,10/17/19,17:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.2,New York Dept. of Environmental Conservation
266920,10/17/19,17:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
266924,10/17/19,17:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
266925,10/17/19,17:00,360610134,Division Street,-5.0,PM2.5,UG/M3,2.8,New York Dept. of Environmental Conservation
266926,10/17/19,17:00,360610135,CCNY,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
266927,10/17/19,17:00,360610135,CCNY,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
266935,10/17/19,17:00,360810124,Queens,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
266936,10/17/19,17:00,360810124,Queens,-5.0,PM2.5,UG/M3,0.4,New York Dept. of Environmental Conservation
266937,10/17/19,17:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.2,New York Dept. of Environmental Conservation
266938,10/17/19,17:00,360850111,Fresh Kills,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
266939,10/17/19,17:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
281960,11/15/19,04:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
281961,11/15/19,04:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,17.0,New York Dept. of Environmental Conservation
281962,11/15/19,04:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,7.0,New York Dept. of Environmental Conservation
281963,11/15/19,04:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
281985,11/15/19,04:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.7,New York Dept. of Environmental Conservation
281986,11/15/19,04:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,6.1,New York Dept. of Environmental Conservation
281990,11/15/19,04:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
281991,11/15/19,04:00,360610134,Division Street,-5.0,PM2.5,UG/M3,6.3,New York Dept. of Environmental Conservation
281992,11/15/19,04:00,360610135,CCNY,-5.0,OZONE,PPB,11.0,New York Dept. of Environmental Conservation
281993,11/15/19,04:00,360610135,CCNY,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
282002,11/15/19,04:00,360810124,Queens,-5.0,OZONE,PPB,18.0,New York Dept. of Environmental Conservation
282003,11/15/19,04:00,360810124,Queens,-5.0,PM2.5,UG/M3,5.5,New York Dept. of Environmental Conservation
282004,11/15/19,04:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,7.3,New York Dept. of Environmental Conservation
282005,11/15/19,04:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
296985,10/04/19,09:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
296986,10/04/19,09:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,7.0,New York Dept. of Environmental Conservation
296987,10/04/19,09:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,8.0,New York Dept. of Environmental Conservation
297008,10/04/19,09:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.3,New York Dept. of Environmental Conservation
297009,10/04/19,09:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,-0.9,New York Dept. of Environmental Conservation
297013,10/04/19,09:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,-0.3,New York Dept. of Environmental Conservation
297014,10/04/19,09:00,360610134,Division Street,-5.0,PM2.5,UG/M3,0.6,New York Dept. of Environmental Conservation
297015,10/04/19,09:00,360610135,CCNY,-5.0,OZONE,PPB,5.0,New York Dept. of Environmental Conservation
297016,10/04/19,09:00,360610135,CCNY,-5.0,PM2.5,UG/M3,0.2,New York Dept. of Environmental Conservation
297025,10/04/19,09:00,360810124,Queens,-5.0,OZONE,PPB,5.0,New York Dept. of Environmental Conservation
297026,10/04/19,09:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
297027,10/04/19,09:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
297028,10/04/19,09:00,360850111,Fresh Kills,-5.0,OZONE,PPB,1.0,New York Dept. of Environmental Conservation
297029,10/04/19,09:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.4,New York Dept. of Environmental Conservation
312230,10/17/19,03:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,39.0,New York Dept. of Environmental Conservation
312231,10/17/19,03:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,2.0,New York Dept. of Environmental Conservation
312232,10/17/19,03:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
312233,10/17/19,03:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,38.0,New York Dept. of Environmental Conservation
312255,10/17/19,03:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,0.8,New York Dept. of Environmental Conservation
312256,10/17/19,03:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,0.7,New York Dept. of Environmental Conservation
312260,10/17/19,03:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.6,New York Dept. of Environmental Conservation
312261,10/17/19,03:00,360610134,Division Street,-5.0,PM2.5,UG/M3,-0.9,New York Dept. of Environmental Conservation
312262,10/17/19,03:00,360610135,CCNY,-5.0,OZONE,PPB,40.0,New York Dept. of Environmental Conservation
312271,10/17/19,03:00,360810124,Queens,-5.0,OZONE,PPB,38.0,New York Dept. of Environmental Conservation
312272,10/17/19,03:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.3,New York Dept. of Environmental Conservation
312273,10/17/19,03:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,-2.1,New York Dept. of Environmental Conservation
312274,10/17/19,03:00,360850111,Fresh Kills,-5.0,OZONE,PPB,31.0,New York Dept. of Environmental Conservation
326789,11/15/19,10:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,2.0,New York Dept. of Environmental Conservation
326790,11/15/19,10:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,23.0,New York Dept. of Environmental Conservation
326791,11/15/19,10:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,13.7,New York Dept. of Environmental Conservation
326792,11/15/19,10:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,2.0,New York Dept. of Environmental Conservation
326814,11/15/19,10:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,12.9,New York Dept. of Environmental Conservation
326815,11/15/19,10:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,12.8,New York Dept. of Environmental Conservation
326819,11/15/19,10:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,11.9,New York Dept. of Environmental Conservation
326820,11/15/19,10:00,360610134,Division Street,-5.0,PM2.5,UG/M3,9.1,New York Dept. of Environmental Conservation
326821,11/15/19,10:00,360610135,CCNY,-5.0,OZONE,PPB,5.0,New York Dept. of Environmental Conservation
326822,11/15/19,10:00,360610135,CCNY,-5.0,PM2.5,UG/M3,9.0,New York Dept. of Environmental Conservation
326831,11/15/19,10:00,360810124,Queens,-5.0,OZONE,PPB,0.0,New York Dept. of Environmental Conservation
326832,11/15/19,10:00,360810124,Queens,-5.0,PM2.5,UG/M3,9.8,New York Dept. of Environmental Conservation
326833,11/15/19,10:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,11.3,New York Dept. of Environmental Conservation
326834,11/15/19,10:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,10.2,New York Dept. of Environmental Conservation
341803,10/31/19,14:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,15.0,New York Dept. of Environmental Conservation
341804,10/31/19,14:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.8,New York Dept. of Environmental Conservation
341805,10/31/19,14:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
341827,10/31/19,14:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
341828,10/31/19,14:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.7,New York Dept. of Environmental Conservation
341832,10/31/19,14:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,6.3,New York Dept. of Environmental Conservation
341833,10/31/19,14:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
341834,10/31/19,14:00,360610135,CCNY,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
341835,10/31/19,14:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
341843,10/31/19,14:00,360810124,Queens,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
341844,10/31/19,14:00,360810124,Queens,-5.0,PM2.5,UG/M3,-0.2,New York Dept. of Environmental Conservation
341845,10/31/19,14:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
341846,10/31/19,14:00,360850111,Fresh Kills,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
341847,10/31/19,14:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,2.2,New York Dept. of Environmental Conservation
356518,11/20/19,19:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
356519,11/20/19,19:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,11.0,New York Dept. of Environmental Conservation
356520,11/20/19,19:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,5.7,New York Dept. of Environmental Conservation
356521,11/20/19,19:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
356543,11/20/19,19:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
356544,11/20/19,19:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,8.9,New York Dept. of Environmental Conservation
356546,11/20/19,19:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
356547,11/20/19,19:00,360610135,CCNY,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
356548,11/20/19,19:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
356557,11/20/19,19:00,360810124,Queens,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
356558,11/20/19,19:00,360810124,Queens,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
356559,11/20/19,19:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
356560,11/20/19,19:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
371705,10/22/19,22:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,12.0,New York Dept. of Environmental Conservation
371706,10/22/19,22:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,11.0,New York Dept. of Environmental Conservation
371707,10/22/19,22:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
371708,10/22/19,22:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
371730,10/22/19,22:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
371731,10/22/19,22:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
371735,10/22/19,22:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,1.5,New York Dept. of Environmental Conservation
371736,10/22/19,22:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
371737,10/22/19,22:00,360610135,CCNY,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
371738,10/22/19,22:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.1,New York Dept. of Environmental Conservation
371747,10/22/19,22:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
371748,10/22/19,22:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
371749,10/22/19,22:00,360850111,Fresh Kills,-5.0,OZONE,PPB,29.0,New York Dept. of Environmental Conservation
371750,10/22/19,22:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
386890,10/04/19,21:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
386891,10/04/19,21:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,7.0,New York Dept. of Environmental Conservation
386892,10/04/19,21:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,0.2,New York Dept. of Environmental Conservation
386893,10/04/19,21:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
386914,10/04/19,21:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
386915,10/04/19,21:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
386919,10/04/19,21:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,-0.2,New York Dept. of Environmental Conservation
386920,10/04/19,21:00,360610134,Division Street,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
386921,10/04/19,21:00,360610135,CCNY,-5.0,OZONE,PPB,27.0,New York Dept. of Environmental Conservation
386930,10/04/19,21:00,360810124,Queens,-5.0,OZONE,PPB,29.0,New York Dept. of Environmental Conservation
386931,10/04/19,21:00,360810124,Queens,-5.0,PM2.5,UG/M3,-1.7,New York Dept. of Environmental Conservation
386932,10/04/19,21:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,1.8,New York Dept. of Environmental Conservation
386933,10/04/19,21:00,360850111,Fresh Kills,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
386934,10/04/19,21:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.2,New York Dept. of Environmental Conservation
401706,11/28/19,04:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
401707,11/28/19,04:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,17.0,New York Dept. of Environmental Conservation
401708,11/28/19,04:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,-1.9,New York Dept. of Environmental Conservation
401709,11/28/19,04:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,26.0,New York Dept. of Environmental Conservation
401730,11/28/19,04:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.3,New York Dept. of Environmental Conservation
401731,11/28/19,04:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
401735,11/28/19,04:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
401736,11/28/19,04:00,360610134,Division Street,-5.0,PM2.5,UG/M3,-2.3,New York Dept. of Environmental Conservation
401737,11/28/19,04:00,360610135,CCNY,-5.0,OZONE,PPB,24.0,New York Dept. of Environmental Conservation
401738,11/28/19,04:00,360610135,CCNY,-5.0,PM2.5,UG/M3,4.2,New York Dept. of Environmental Conservation
401747,11/28/19,04:00,360810124,Queens,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
401748,11/28/19,04:00,360810124,Queens,-5.0,PM2.5,UG/M3,10.3,New York Dept. of Environmental Conservation
401749,11/28/19,04:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
401750,11/28/19,04:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.0,New York Dept. of Environmental Conservation
416301,12/01/19,08:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
416302,12/01/19,08:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,9.0,New York Dept. of Environmental Conservation
416303,12/01/19,08:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
416304,12/01/19,08:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
416323,12/01/19,08:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
416324,12/01/19,08:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
416328,12/01/19,08:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
416329,12/01/19,08:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
416330,12/01/19,08:00,360610135,CCNY,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
416331,12/01/19,08:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.9,New York Dept. of Environmental Conservation
416340,12/01/19,08:00,360810124,Queens,-5.0,OZONE,PPB,28.0,New York Dept. of Environmental Conservation
416341,12/01/19,08:00,360810124,Queens,-5.0,PM2.5,UG/M3,-0.8,New York Dept. of Environmental Conservation
416342,12/01/19,08:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
416343,12/01/19,08:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,4.8,New York Dept. of Environmental Conservation
431039,11/28/19,10:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,15.0,New York Dept. of Environmental Conservation
431040,11/28/19,10:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,3.0,New York Dept. of Environmental Conservation
431041,11/28/19,10:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.4,New York Dept. of Environmental Conservation
431042,11/28/19,10:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
431063,11/28/19,10:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
431064,11/28/19,10:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,1.0,New York Dept. of Environmental Conservation
431068,11/28/19,10:00,360610134,Division Street,-5.0,PM2.5,UG/M3,2.4,New York Dept. of Environmental Conservation
431069,11/28/19,10:00,360610135,CCNY,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
431070,11/28/19,10:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.0,New York Dept. of Environmental Conservation
431079,11/28/19,10:00,360810124,Queens,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
431080,11/28/19,10:00,360810124,Queens,-5.0,PM2.5,UG/M3,1.6,New York Dept. of Environmental Conservation
431081,11/28/19,10:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,0.0,New York Dept. of Environmental Conservation
431082,11/28/19,10:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,0.8,New York Dept. of Environmental Conservation
445741,12/01/19,20:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
445742,12/01/19,20:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,14.0,New York Dept. of Environmental Conservation
445743,12/01/19,20:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
445744,12/01/19,20:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
445765,12/01/19,20:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
445766,12/01/19,20:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
445770,12/01/19,20:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
445771,12/01/19,20:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
445772,12/01/19,20:00,360610135,CCNY,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
445773,12/01/19,20:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
445782,12/01/19,20:00,360810124,Queens,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
